ma_san_pham,so_sao,ma_khach_hang
422211447,5,168
422206648,5,271
422205164,5,2344
204100019,5,692
253900002,5,3616
422205162,5,2366
422211446,5,165
308500009,5,2085
422205163,5,2221
422209705,5,2928
100180148,4,1193
204100019,5,696
308500018,5,1295
422214146,1,1501
422207414,4,618
205100146,4,190
200400004,5,819
422200305,4,1400
422205164,5,2352
422202253,5,2355
422211446,5,349
225200013,5,2702
422206537,5,2525
249500013,5,1186
422206648,4,310
422205804,2,1449
204100019,5,792
100210023,5,1271
100230059,5,711
422200236,5,682
100230064,5,652
205100136,5,126
422203807,5,266
256700012,5,3593
422205163,3,113
100220035,5,1760
327500002,4,1606
205100137,5,116
200400004,5,766
422202253,5,698
422211447,5,293
100230064,5,702
422202253,5,2449
422206537,5,2378
422216594,3,849
249500013,5,1200
422212100,4,628
422204795,4,168
201600144,4,3698
422208183,3,2271
253900003,5,1201
308500004,5,2410
249500027,2,1062
422211489,5,188
100230059,5,647
422211446,4,155
100230059,4,738
245500002,5,2254
204100003,5,2898
422205162,4,808
422204259,5,339
100190059,5,1438
422206648,5,117
422204259,3,2437
207500007,5,233
422210784,3,1460
249500013,4,1169
100230059,5,809
422211446,4,111
422205164,5,2314
100230069,5,2583
422208807,4,365
422216594,5,402
422208807,5,148
100230057,5,780
308500009,5,689
422206648,3,1001
422204259,1,2394
422202253,5,2384
422208807,3,53
204900128,5,217
422209795,5,3400
422208972,5,421
422210980,3,1310
357100011,4,3154
243300007,4,789
100230057,5,75
100220010,5,3652
422205163,5,2357
422211447,5,347
200400004,5,147
422211549,5,1503
377400002,5,131
422202253,5,2445
249500028,5,2189
205100136,5,301
422210784,5,1189
318900011,5,99
422206101,5,2938
245500009,5,1337
200500293,5,2952
422216594,5,809
422207812,5,2016
200400003,5,728
345800001,5,2852
422203809,1,2667
211300005,3,737
422208972,5,384
422216416,4,531
204100054,5,2403
100220035,5,1717
422206042,5,1732
422212100,5,602
422200342,5,578
204100054,5,182
422216098,5,2303
256700012,5,3135
204100054,5,2378
308500037,5,2440
422202253,4,2407
422205162,5,2335
422216594,5,807
422215804,5,1166
100230064,5,653
422200306,4,1371
422205162,5,2339
343100029,5,3464
200400003,5,793
422203506,5,3147
204900128,4,494
422203809,3,2671
211300008,5,3212
422203300,5,2638
422208975,5,377
226200018,5,3841
422201504,5,1100
422210980,5,543
422216594,4,797
422206537,5,673
422211195,5,1428
422202253,5,2336
422206537,5,1033
249500027,5,1993
422204259,4,135
308500015,1,2133
308500013,5,2314
204100054,1,337
422208973,5,396
422203145,1,4050
200400004,5,683
422204028,4,840
422204259,5,348
224100009,4,140
422211640,5,1231
422205164,5,2315
422212097,4,270
422215804,5,1216
422215804,5,1202
422203807,5,806
422205160,5,708
422205163,5,805
422214146,5,1530
293500043,5,1425
308500001,5,2289
422208972,5,394
205100146,2,360
422207629,5,176
422208974,5,398
318900011,5,78
422202253,5,2393
211300002,5,2172
422210400,5,168
422205804,5,4202
422206537,5,2394
422206043,5,2944
422203809,2,2669
207300009,5,3657
422205164,5,2362
365000017,5,4041
200400004,5,699
422208807,5,228
422214146,5,1565
204900056,5,1436
100220010,5,3659
422206042,4,3668
308500004,5,2346
422211276,5,2571
100190059,5,217
293500006,5,1414
213300064,5,1180
422209704,5,1949
308500015,5,2318
422216416,5,22
204900159,5,75
308500018,5,2341
422207826,5,1393
249500013,5,270
205100146,4,261
100230026,5,4286
204900128,5,1433
422212333,5,1245
207300009,5,3671
422206537,5,705
422211276,5,2761
422206421,4,1266
422206043,5,3661
249500014,5,1287
204900056,5,543
205100137,5,285
422216594,5,661
422209706,5,2925
422203809,5,806
422206537,5,2377
100210023,5,170
422206648,5,303
100230057,5,765
422210784,5,543
422211446,5,256
422208807,5,333
422207283,5,2548
422211446,5,243
422211183,5,1067
422204028,3,504
422205160,4,561
293500006,5,1424
422204259,5,341
345800001,5,2645
211300002,5,2169
100150067,5,3015
422206644,2,1826
422206537,5,1027
422204259,5,165
422216594,5,747
100230059,5,793
422203510,5,2684
422211446,5,115
422204904,5,1073
308500015,4,792
308500015,5,2371
327500002,5,1167
308500013,5,697
422208975,5,424
422208974,5,24
422202253,5,2442
308500037,5,681
204100019,5,2397
308500004,5,2343
422207826,5,1399
217300001,5,1628
422210980,5,1454
422215804,5,1175
100230064,5,789
422203506,4,3154
422201374,3,831
422206648,5,195
422204657,5,1102
422216416,2,106
100230059,1,768
422211878,5,1293
422206248,5,761
100230056,5,787
308500037,5,1022
422211447,3,127
422204777,4,3559
100230059,5,705
100230064,5,751
422202253,5,2404
412800002,5,4026
422207812,5,501
357100011,5,3157
422206648,5,143
204100019,5,1835
205100137,5,327
422217970,5,2935
200400003,4,738
422204028,5,836
318900011,5,21
308500015,5,2441
422213312,4,1465
308500015,5,708
422205160,5,2415
100230059,5,101
200400004,4,784
205100137,5,211
422206043,5,3651
205100137,4,317
204100018,5,2554
422217292,5,1163
422211446,5,154
422200306,5,1388
422203301,5,357
422203807,5,787
422211447,5,335
422210980,5,1487
422205152,5,242
422206648,5,182
205100136,3,323
418800004,5,2781
205100137,5,191
211300002,4,1606
318900019,5,232
422209663,5,1383
422210784,5,1500
248700035,4,2751
422203901,5,1466
422216594,3,4310
205100136,5,208
422216594,5,649
204000071,5,4286
205100137,5,83
422206648,5,193
204900013,5,285
418800004,5,2153
318900012,5,54
308500009,5,2413
308500015,5,2339
422203807,1,1969
422204259,5,123
422214340,3,1271
422208974,5,418
422205160,5,805
422207423,4,1155
422218631,5,1144
422205163,5,2458
308500037,5,2289
422202045,4,121
422205163,5,2326
422208807,4,257
422205162,5,1837
204900009,5,1283
204900056,5,1493
293500006,5,1410
422208807,5,315
308500015,5,2404
422208807,5,213
205100137,3,362
422206043,5,3671
207500002,5,297
204100019,5,2377
205100137,5,291
422211276,5,2733
422205163,5,2380
100230059,5,788
422211447,4,306
422204259,5,173
422208973,5,418
205100137,5,223
422209705,5,1641
223600003,5,3342
422218100,5,2931
318900012,4,69
422204027,3,504
205100137,5,339
422204259,5,117
249500019,5,1989
422205160,5,2094
422211548,5,1522
100230056,5,705
422206035,5,1518
205100146,5,230
100230056,5,671
204100019,5,2511
422205164,5,689
204900159,5,223
422205162,5,2393
224100022,5,578
308500015,5,1837
422220606,5,1070
422205820,5,2059
204100019,3,3583
422203146,5,2201
422211183,5,1078
225200015,5,604
249500013,5,425
422208807,3,1104
308500037,4,792
200500095,5,2942
224100029,5,232
207500008,5,3219
422211878,5,88
422203809,1,1209
422203146,5,256
422206537,5,1036
422206042,5,3663
308500013,5,2396
308500018,5,2432
200400004,5,649
223600009,5,3334
207300009,5,3670
100230069,5,2584
308500037,5,2436
100230064,5,787
243300007,2,1530
422208973,5,403
422204259,5,226
100240016,5,1779
422216594,5,722
310100003,5,2141
358300003,5,2894
204100019,5,1021
358300003,5,1636
422203809,2,2666
100160021,5,3940
308500013,5,2399
100250032,5,3559
205100137,4,135
100230059,5,757
422205164,5,2409
422218099,5,2932
422206648,4,181
422207826,5,257
422211447,5,279
308500004,5,2461
358300002,5,2850
422205162,5,2421
100230057,5,794
422204259,5,304
422204906,5,1074
223600009,4,107
308500015,5,2390
245500009,5,2266
205100136,5,213
422208976,5,405
422211447,5,274
253900004,5,106
100190059,5,1482
422208976,5,382
422206648,5,114
422208973,5,372
345800001,5,2220
100180113,5,151
245500001,5,2254
422217292,5,1181
204900024,4,1275
422216594,5,637
422218283,5,1404
422205160,5,2338
207500001,5,2577
422205164,5,2408
386000015,5,1596
422209720,5,2926
422205164,5,697
100220037,5,1306
422207413,1,2044
422205162,5,1026
249500019,5,1991
308500018,5,2393
365000014,4,4034
204100023,4,2847
308500009,5,2429
225200015,4,3603
422203145,5,2059
205100136,5,279
422209718,5,2926
205100137,5,119
213300016,5,4363
204100023,5,2538
422211447,5,298
100230059,4,641
422206648,5,158
223600009,4,270
422203809,3,2150
249500007,5,1175
422204259,5,326
204100054,5,1295
422212100,5,631
422205162,5,1029
308500013,5,1377
204100054,5,703
100220037,5,3654
422217292,5,1187
422203146,5,2196
308500013,5,700
422205163,5,2314
249500019,5,1985
422216990,5,841
422205160,5,2321
308500004,5,2381
422210784,5,1485
365000018,2,3166
422205346,5,2221
422204259,4,358
422205164,5,2372
100230056,5,676
308500009,5,2458
308500018,5,2309
422203776,5,319
422207812,5,1123
422206648,5,121
422210784,1,622
223600010,5,3323
318900011,5,89
365000016,5,266
422205162,5,1010
100220009,5,3679
204900128,5,1473
422205163,5,2322
422215804,5,984
308500013,5,2426
422209634,3,2768
422206537,5,2512
422200632,5,1197
422206421,4,3559
422203173,3,3133
253900010,5,636
318900011,5,3
100230059,5,740
204100013,5,3102
308500004,5,653
204900005,5,1269
100230056,5,660
422208977,5,372
249500007,5,1191
211300005,4,2187
422212100,4,595
204900013,5,144
422212100,4,587
422208181,4,1606
308500013,5,2315
211300007,2,49
422214044,5,2999
200400003,5,663
422212331,4,1247
422205163,5,2393
422204657,5,1100
205100136,4,149
422210784,5,1488
318900019,5,1694
422202253,5,1029
318900002,5,86
422205160,5,1021
422220469,3,1394
422211501,5,1678
100220035,5,1739
204900128,5,529
204100013,5,1579
422205163,5,2370
222600014,5,3349
253900005,4,2464
422207866,5,1153
422208807,5,233
308500009,5,2460
308500037,5,686
422203145,5,831
205100136,3,127
422209663,5,1384
422220606,5,1066
422203145,5,2076
100220010,5,1737
205100146,5,331
211300002,5,266
422207791,5,2924
422203807,5,809
100230057,3,744
422204259,5,243
308500018,5,2419
422210980,5,914
422205160,5,2432
204100023,5,2545
422206043,5,3663
422210784,5,1494
422206537,5,2348
422205160,5,2318
422208807,5,352
100230057,5,682
100230070,5,1051
422215665,5,2278
422204259,4,306
422202253,2,1141
422211447,5,267
200400003,5,754
422206043,5,3675
365000019,5,106
422220606,5,1065
422205162,5,2383
318900011,5,14
422206648,4,294
422203976,4,3365
223600034,3,3340
422206103,5,106
422210957,5,506
422205163,5,707
205100137,5,301
422203976,5,3355
100160021,4,1566
422211447,5,231
308500015,5,2350
205100136,5,154
422207810,4,1109
249500028,2,696
422210400,4,853
422211183,5,1068
422206043,5,3657
200400003,5,731
100220009,5,3655
308500037,5,1085
422209663,5,1389
207500002,5,3294
204100019,5,711
205100137,4,289
204900056,5,1491
422201090,5,3577
308500015,5,182
422211878,5,1347
422210784,5,1496
422202253,5,684
100210015,5,1552
422202253,5,2371
422212097,5,3324
249500019,3,2047
422204028,4,220
422208976,5,379
422208181,5,1630
204100054,1,3342
205100137,5,183
100220035,5,146
205100146,5,237
422210980,5,1491
422205809,5,2764
308500013,5,2085
245500010,5,1402
422205162,5,2382
422211446,4,132
422200236,5,976
422204777,5,2633
100230056,5,790
308500037,5,2316
308500004,5,734
100150058,5,2300
308500018,5,2446
422209663,1,69
422200305,5,1000
422218746,5,1079
422203145,5,2010
200400004,5,788
245500010,4,2258
343100029,1,2479
422218746,5,3598
204100019,5,2341
422203506,5,126
205100136,4,167
253900003,5,1345
422208157,5,1982
422217029,5,1423
100230064,4,742
249500027,5,2063
204100054,5,2523
422205163,5,840
422212330,5,2992
204900128,5,1292
205100136,5,288
422203809,3,1707
422205162,5,2388
422208973,5,421
100230059,5,796
422207023,5,3803
422205164,5,2405
318900012,4,102
249500013,5,1158
422209663,5,860
249500014,5,1964
204100054,5,711
327500002,5,1633
308900002,5,2571
245500010,5,2265
200400004,5,810
422211447,5,272
422211276,3,2953
422211447,5,197
422205160,5,2324
422206101,5,3277
100230059,5,811
223600035,4,2463
205100146,5,200
308500009,5,672
205100137,5,315
100230059,5,659
308500015,5,680
422209444,5,137
377400001,5,1425
100230064,5,759
422211446,5,357
422204231,5,1291
422200236,5,691
422207150,1,671
100230057,5,709
422205160,5,2400
308500004,5,1837
422202569,4,1469
226200018,5,3835
422206042,5,3649
365000014,5,4035
422210784,3,1402
207300009,4,1733
422222535,5,1233
308500037,5,695
422207414,5,2220
422211549,5,1506
204900004,5,1497
422201822,5,3290
422211878,5,1316
100230064,5,757
225200015,5,3612
422211276,5,1974
422202253,5,2357
422214147,3,1959
422211446,5,296
308500018,5,1035
100230059,5,34
100220009,5,1734
422211447,5,368
308500018,5,2347
422206648,5,334
422208977,5,384
422205160,5,1010
422209663,4,1402
223600009,5,1109
422207736,5,2012
422203300,5,2636
422211997,5,1294
205100146,5,319
422209444,5,632
205100146,5,299
249500021,5,2208
207300009,5,3678
100230064,5,75
422205346,4,3603
249500027,5,2035
422218358,4,824
422205162,5,2420
422207826,5,1306
318900019,5,51
365000016,5,271
422218631,5,1150
331300017,5,3970
422206648,5,284
422216594,5,812
422211878,1,1319
422221873,5,825
205100136,5,153
422203145,5,1864
293500006,5,1426
223600034,5,3330
327500002,5,1627
422211446,5,309
100220009,5,1317
200500283,5,2523
422205160,5,734
318900012,4,106
422208807,5,189
422216594,5,755
213300058,2,1562
422216449,5,2574
308500037,5,705
422211640,5,1246
422208807,5,136
308500009,5,2465
365000014,5,2795
422202253,3,2417
422211447,5,237
422208807,5,314
422208807,3,127
422204657,5,1114
422205162,5,682
422205160,5,2121
422206100,5,3277
204900024,5,1283
205100136,4,225
422208977,5,24
308500018,5,1021
308500009,5,2386
422208345,5,4052
422205163,5,699
422211447,4,180
422206100,5,3274
422207414,5,2206
200400003,5,819
422210400,3,218
422210980,5,1452
253900005,5,632
308500018,5,117
204900004,5,1443
223600009,5,1854
422207826,3,1394
253900003,5,1329
422216416,5,493
100230064,5,730
422200306,5,468
345800001,5,1346
422202579,5,2887
204100078,5,2535
100230056,5,652
200400003,5,745
422212333,5,1244
204900013,5,519
204900024,4,1276
249500007,5,1178
422211640,5,1244
204900056,5,1448
205100136,5,283
308500009,1,236
249500019,5,2079
200400004,5,710
422204259,5,358
211300005,5,2575
200400003,5,785
422200305,4,1375
200400004,1,1677
249500007,5,1220
422207414,5,2213
249500019,3,130
204100019,5,1103
422211447,1,3464
207500001,5,2589
223600035,5,3134
422204259,5,350
422206537,5,1025
371600007,5,378
422212331,1,146
249500027,5,2055
422200236,5,674
204100054,5,2382
422208807,4,358
422211447,5,114
206400019,5,1513
422211489,5,795
308500015,5,2367
308500037,5,708
422208973,5,389
422205164,5,2420
204900004,5,1189
422210980,5,1484
422203449,5,2791
422218631,3,1143
422221873,5,830
422211489,5,1798
422205804,1,2645
308500004,5,1027
422206537,5,1021
422211446,5,312
308500004,5,2321
422203510,3,220
308500018,3,400
422202253,5,2452
308500037,5,683
422211446,5,186
204100078,2,1216
422200632,5,1410
422207413,2,2040
308500013,5,2376
422207423,5,1144
422207413,5,2055
422203809,5,351
422208807,5,293
422208807,5,231
308500013,5,2337
365000013,5,2938
422208973,5,376
204100054,5,2544
422204910,5,1052
422200305,1,1379
345800027,5,170
207500001,5,2590
422205160,5,2458
355500011,5,4310
100190183,5,4016
308500015,5,2332
225200013,5,3609
422208807,5,272
204900159,5,1478
308500015,5,696
204900159,5,107
422208807,5,218
422205163,5,2169
422205162,5,692
205100146,4,155
422211446,5,130
204100054,5,2546
422218101,5,396
422209042,5,3809
422212097,5,3330
422207865,5,23
205100137,3,212
422214321,5,838
204100078,5,2916
422209663,1,1379
422205160,5,2429
365000014,5,3232
422208977,4,378
205100136,4,247
422205164,5,2464
100230057,5,715
422208976,5,406
422205160,5,2426
243300007,5,2698
211300007,5,1553
308500037,5,2439
422206537,5,691
100240016,5,813
100230064,5,760
204900159,5,1458
422210980,4,1483
422204281,5,256
422202253,5,1021
422208807,5,338
422206149,5,3812
422211276,5,2736
248700034,5,2721
225200013,5,1079
422208183,4,2274
422207414,4,2211
422208983,5,3619
422203145,1,2045
422203976,5,3362
422211446,5,143
205100146,5,183
308500015,5,2430
100230056,5,704
205100137,1,564
422207562,5,1097
422200632,5,234
100230056,5,759
422203510,5,997
211300007,5,1551
422211878,5,1346
422211276,5,1328
422207413,5,2062
422217292,5,984
422208807,5,327
422214146,5,1578
205100137,5,154
100230059,5,646
422205164,5,2357
422208807,5,168
249500013,5,1191
222600052,5,2156
201600182,5,3697
